sales_id,retailer_id,retailer,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,gross_margin_rate,cogs,gross_profit
181,1128299,"West Gear",2020-02-06,West,Nevada,"Las Vegas","Women's Apparel",80,600,48000.00,12000.00,Outlet,0.4900,24480.00,23520.00
182,1128299,"West Gear",2020-02-06,West,Nevada,"Las Vegas","Women's Apparel",73,174,12702.00,508.00,Online,0.4900,6478.02,6223.98
183,1128299,"West Gear",2020-02-06,West,Nevada,"Las Vegas","Women's Apparel",57,192,10944.00,306.00,Outlet,0.4900,5581.44,5362.56
184,1185732,"Foot Locker",2020-02-06,Northeast,"New York","New York","Men's Street Footwear",54,317,17118.00,1096.00,Online,0.4900,8730.18,8387.82
185,1185732,"Foot Locker",2020-02-06,Northeast,"New York","New York","Men's Street Footwear",44,366,16104.00,837.00,Outlet,0.4900,8213.04,7890.96
186,1185732,"Foot Locker",2020-02-06,Northeast,"New York","New York","Men's Street Footwear",60,1220,73200.00,36600.00,Outlet,0.4900,37332.00,35868.00
187,1128299,"West Gear",2020-02-07,West,Nevada,"Las Vegas","Men's Street Footwear",60,750,45000.00,18000.00,Outlet,0.4900,22950.00,22050.00
188,1128299,"West Gear",2020-02-07,West,Nevada,"Las Vegas","Men's Street Footwear",48,233,11184.00,492.00,Outlet,0.4900,5703.84,5480.16
189,1128299,"West Gear",2020-02-07,West,Nevada,"Las Vegas","Men's Street Footwear",58,218,12644.00,670.00,Online,0.4900,6448.44,6195.56
190,1185732,"Foot Locker",2020-02-07,Northeast,"New York","New York","Men's Athletic Footwear",37,296,10952.00,383.00,Outlet,0.4900,5585.52,5366.48
191,1185732,"Foot Locker",2020-02-07,Northeast,"New York","New York","Men's Athletic Footwear",50,259,12950.00,518.00,Online,0.4900,6604.50,6345.50
192,1185732,"Foot Locker",2020-02-07,Northeast,"New York","New York","Men's Athletic Footwear",55,925,50875.00,15263.00,Outlet,0.4900,25946.25,24928.75
193,1128299,"West Gear",2020-02-08,West,Nevada,"Las Vegas","Men's Athletic Footwear",65,600,39000.00,9750.00,Outlet,0.4900,19890.00,19110.00
194,1128299,"West Gear",2020-02-08,West,Nevada,"Las Vegas","Men's Athletic Footwear",46,204,9384.00,253.00,Outlet,0.4900,4785.84,4598.16
195,1128299,"West Gear",2020-02-08,West,Nevada,"Las Vegas","Men's Athletic Footwear",61,174,10614.00,382.00,Online,0.4900,5413.14,5200.86
196,1185732,"Foot Locker",2020-02-08,Northeast,"New York","New York","Women's Street Footwear",50,900,45000.00,15750.00,Outlet,0.4900,22950.00,22050.00
197,1185732,"Foot Locker",2020-02-08,Northeast,"New York","New York","Women's Street Footwear",46,261,12006.00,564.00,Online,0.4900,6123.06,5882.94
198,1185732,"Foot Locker",2020-02-08,Northeast,"New York","New York","Women's Street Footwear",36,288,10368.00,435.00,Outlet,0.4900,5287.68,5080.32
199,1128299,"West Gear",2020-02-09,West,Nevada,"Las Vegas","Women's Street Footwear",47,171,8037.00,362.00,Outlet,0.4900,4098.87,3938.13
200,1128299,"West Gear",2020-02-09,West,Nevada,"Las Vegas","Women's Street Footwear",61,143,8723.00,462.00,Online,0.4900,4448.73,4274.27
201,1128299,"West Gear",2020-02-09,West,Nevada,"Las Vegas","Women's Street Footwear",65,550,35750.00,14300.00,In-store,0.4900,18232.50,17517.50
202,1185732,"Foot Locker",2020-02-09,Northeast,"New York","New York","Women's Athletic Footwear",50,850,42500.00,14875.00,Outlet,0.4900,21675.00,20825.00
203,1185732,"Foot Locker",2020-02-09,Northeast,"New York","New York","Women's Athletic Footwear",46,230,10580.00,508.00,Online,0.4900,5395.80,5184.20
204,1185732,"Foot Locker",2020-02-09,Northeast,"New York","New York","Women's Athletic Footwear",33,289,9537.00,381.00,Outlet,0.4900,4863.87,4673.13
205,1128299,"West Gear",2020-02-10,West,Nevada,"Las Vegas","Women's Athletic Footwear",60,450,27000.00,9450.00,In-store,0.4900,13770.00,13230.00
206,1128299,"West Gear",2020-02-10,West,Nevada,"Las Vegas","Women's Athletic Footwear",55,117,6435.00,315.00,Online,0.4900,3281.85,3153.15
207,1128299,"West Gear",2020-02-10,West,Nevada,"Las Vegas","Women's Athletic Footwear",46,140,6440.00,270.00,Outlet,0.4900,3284.40,3155.60
208,1185732,"Foot Locker",2020-02-10,Northeast,"New York","New York","Men's Apparel",47,280,13160.00,461.00,Outlet,0.4900,6711.60,6448.40
209,1185732,"Foot Locker",2020-02-10,Northeast,"New York","New York","Men's Apparel",59,245,14455.00,650.00,Online,0.4900,7372.05,7082.95
210,1185732,"Foot Locker",2020-02-10,Northeast,"New York","New York","Men's Apparel",60,875,52500.00,15750.00,Outlet,0.4900,26775.00,25725.00
211,1128299,"West Gear",2020-02-11,West,Nevada,"Las Vegas","Men's Apparel",60,130,7800.00,546.00,Online,0.4900,3978.00,3822.00
212,1128299,"West Gear",2020-02-11,West,Nevada,"Las Vegas","Men's Apparel",47,150,7050.00,416.00,Outlet,0.4900,3595.50,3454.50
213,1128299,"West Gear",2020-02-11,West,Nevada,"Las Vegas","Men's Apparel",65,500,32500.00,17875.00,In-store,0.4900,16575.00,15925.00
214,1128299,"West Gear",2020-02-12,West,Nevada,"Las Vegas","Women's Apparel",80,500,40000.00,8000.00,In-store,0.4900,20400.00,19600.00
215,1128299,"West Gear",2020-02-12,West,Nevada,"Las Vegas","Women's Apparel",78,145,11310.00,339.00,Online,0.4900,5768.10,5541.90
216,1128299,"West Gear",2020-02-12,West,Nevada,"Las Vegas","Women's Apparel",61,170,10370.00,280.00,Outlet,0.4900,5288.70,5081.30
217,1128299,"West Gear",2020-02-13,West,Nevada,"Las Vegas","Men's Street Footwear",65,700,45500.00,18200.00,In-store,0.4900,23205.00,22295.00
218,1128299,"West Gear",2020-02-13,West,Nevada,"Las Vegas","Men's Street Footwear",44,238,10472.00,482.00,Outlet,0.4900,5340.72,5131.28
219,1128299,"West Gear",2020-02-13,West,Nevada,"Las Vegas","Men's Street Footwear",62,210,13020.00,690.00,Online,0.4900,6640.20,6379.80
220,1128299,"West Gear",2020-02-14,West,Nevada,"Las Vegas","Men's Athletic Footwear",56,208,11648.00,338.00,Outlet,0.4900,5940.48,5707.52
221,1128299,"West Gear",2020-02-14,West,Nevada,"Las Vegas","Men's Athletic Footwear",64,182,11648.00,454.00,Online,0.4900,5940.48,5707.52
222,1128299,"West Gear",2020-02-14,West,Nevada,"Las Vegas","Men's Athletic Footwear",70,650,45500.00,11375.00,In-store,0.4900,23205.00,22295.00
223,1128299,"West Gear",2020-02-15,West,Nevada,"Las Vegas","Women's Street Footwear",65,525,34125.00,13650.00,In-store,0.4900,17403.75,16721.25
224,1128299,"West Gear",2020-02-15,West,Nevada,"Las Vegas","Women's Street Footwear",44,179,7876.00,331.00,Outlet,0.4900,4016.76,3859.24
225,1128299,"West Gear",2020-02-15,West,Nevada,"Las Vegas","Women's Street Footwear",60,152,9120.00,474.00,Online,0.4900,4651.20,4468.80
226,1128299,"West Gear",2020-02-16,West,Nevada,"Las Vegas","Women's Athletic Footwear",42,152,6384.00,268.00,Outlet,0.4900,3255.84,3128.16
227,1128299,"West Gear",2020-02-16,West,Nevada,"Las Vegas","Women's Athletic Footwear",65,475,30875.00,10806.00,In-store,0.4900,15746.25,15128.75
228,1128299,"West Gear",2020-02-16,West,Nevada,"Las Vegas","Women's Athletic Footwear",64,124,7936.00,373.00,Online,0.4900,4047.36,3888.64
229,1128299,"West Gear",2020-02-17,West,Nevada,"Las Vegas","Men's Apparel",50,152,7600.00,448.00,Outlet,0.4900,3876.00,3724.00
230,1128299,"West Gear",2020-02-17,West,Nevada,"Las Vegas","Men's Apparel",68,138,9384.00,638.00,Online,0.4900,4785.84,4598.16
231,1128299,"West Gear",2020-02-17,West,Nevada,"Las Vegas","Men's Apparel",75,475,35625.00,19594.00,In-store,0.4900,18168.75,17456.25
232,1128299,"West Gear",2020-02-18,West,Nevada,"Las Vegas","Women's Apparel",78,108,8424.00,286.00,Online,0.4900,4296.24,4127.76
233,1128299,"West Gear",2020-02-18,West,Nevada,"Las Vegas","Women's Apparel",55,128,7040.00,183.00,Outlet,0.4900,3590.40,3449.60
234,1128299,"West Gear",2020-02-18,West,Nevada,"Las Vegas","Women's Apparel",80,400,32000.00,6400.00,In-store,0.4900,16320.00,15680.00
235,1128299,"West Gear",2020-02-19,West,Nevada,"Las Vegas","Men's Street Footwear",60,600,36000.00,12600.00,In-store,0.4900,18360.00,17640.00
236,1128299,"West Gear",2020-02-19,West,Nevada,"Las Vegas","Men's Street Footwear",41,186,7626.00,290.00,Outlet,0.4900,3889.26,3736.74
237,1128299,"West Gear",2020-02-19,West,Nevada,"Las Vegas","Men's Street Footwear",56,174,9744.00,468.00,Online,0.4900,4969.44,4774.56
238,1128299,"West Gear",2020-02-20,West,Nevada,"Las Vegas","Men's Athletic Footwear",51,180,9180.00,248.00,Outlet,0.4900,4681.80,4498.20
239,1128299,"West Gear",2020-02-20,West,Nevada,"Las Vegas","Men's Athletic Footwear",61,162,9882.00,336.00,Online,0.4900,5039.82,4842.18
240,1128299,"West Gear",2020-02-20,West,Nevada,"Las Vegas","Men's Athletic Footwear",65,600,39000.00,7800.00,In-store,0.4900,19890.00,19110.00
241,1128299,"West Gear",2020-02-21,West,Nevada,"Las Vegas","Women's Street Footwear",60,450,27000.00,9450.00,In-store,0.4900,13770.00,13230.00
242,1128299,"West Gear",2020-02-21,West,Nevada,"Las Vegas","Women's Street Footwear",57,117,6669.00,333.00,Online,0.4900,3401.19,3267.81
243,1128299,"West Gear",2020-02-21,West,Nevada,"Las Vegas","Women's Street Footwear",46,144,6624.00,272.00,Outlet,0.4900,3378.24,3245.76
244,1128299,"West Gear",2020-02-22,West,Nevada,"Las Vegas","Women's Athletic Footwear",60,400,24000.00,7200.00,In-store,0.4900,12240.00,11760.00
245,1128299,"West Gear",2020-02-22,West,Nevada,"Las Vegas","Women's Athletic Footwear",43,124,5332.00,187.00,Outlet,0.4900,2719.32,2612.68
246,1128299,"West Gear",2020-02-22,West,Nevada,"Las Vegas","Women's Athletic Footwear",58,112,6496.00,286.00,Online,0.4900,3312.96,3183.04
247,1128299,"West Gear",2020-02-23,West,Nevada,"Las Vegas","Men's Apparel",67,120,8040.00,490.00,Online,0.4900,4100.40,3939.60
248,1128299,"West Gear",2020-02-23,West,Nevada,"Las Vegas","Men's Apparel",53,128,6784.00,360.00,Outlet,0.4900,3459.84,3324.16
249,1128299,"West Gear",2020-02-23,West,Nevada,"Las Vegas","Men's Apparel",70,400,28000.00,14000.00,In-store,0.4900,14280.00,13720.00
250,1128299,"West Gear",2020-02-24,West,Nevada,"Las Vegas","Women's Apparel",54,140,7560.00,159.00,Outlet,0.4900,3855.60,3704.40
251,1128299,"West Gear",2020-02-24,West,Nevada,"Las Vegas","Women's Apparel",75,450,33750.00,5063.00,In-store,0.4900,17212.50,16537.50
252,1128299,"West Gear",2020-02-24,West,Nevada,"Las Vegas","Women's Apparel",74,113,8362.00,251.00,Online,0.4900,4264.62,4097.38
253,1128299,"West Gear",2020-02-25,West,Nevada,"Las Vegas","Men's Street Footwear",56,138,7728.00,379.00,Online,0.4900,3941.28,3786.72
254,1128299,"West Gear",2020-02-25,West,Nevada,"Las Vegas","Men's Street Footwear",47,171,8037.00,321.00,Outlet,0.4900,4098.87,3938.13
255,1128299,"West Gear",2020-02-25,West,Nevada,"Las Vegas","Men's Street Footwear",60,550,33000.00,11550.00,In-store,0.4900,16830.00,16170.00
256,1128299,"West Gear",2020-02-26,West,Nevada,"Las Vegas","Men's Athletic Footwear",65,550,35750.00,7150.00,In-store,0.4900,18232.50,17517.50
257,1128299,"West Gear",2020-02-26,West,Nevada,"Las Vegas","Men's Athletic Footwear",59,165,9735.00,341.00,Online,0.4900,4964.85,4770.15
258,1128299,"West Gear",2020-02-26,West,Nevada,"Las Vegas","Men's Athletic Footwear",50,193,9650.00,241.00,Outlet,0.4900,4921.50,4728.50
259,1128299,"West Gear",2020-02-27,West,Nevada,"Las Vegas","Women's Street Footwear",54,109,5886.00,265.00,Online,0.4900,3001.86,2884.14
260,1128299,"West Gear",2020-02-27,West,Nevada,"Las Vegas","Women's Street Footwear",47,113,5311.00,223.00,Outlet,0.4900,2708.61,2602.39
261,1128299,"West Gear",2020-02-27,West,Nevada,"Las Vegas","Women's Street Footwear",60,375,22500.00,7875.00,In-store,0.4900,11475.00,11025.00
262,1128299,"West Gear",2020-02-28,West,Nevada,"Las Vegas","Women's Athletic Footwear",60,350,21000.00,6300.00,In-store,0.4900,10710.00,10290.00
263,1128299,"West Gear",2020-02-28,West,Nevada,"Las Vegas","Women's Athletic Footwear",43,119,5117.00,169.00,Outlet,0.4900,2609.67,2507.33
264,1128299,"West Gear",2020-02-28,West,Nevada,"Las Vegas","Women's Athletic Footwear",54,105,5670.00,238.00,Online,0.4900,2891.70,2778.30
265,1128299,"West Gear",2020-03-01,West,Nevada,"Las Vegas","Men's Apparel",48,107,5136.00,277.00,Outlet,0.4900,2619.36,2516.64
266,1128299,"West Gear",2020-03-01,West,Nevada,"Las Vegas","Men's Apparel",63,81,5103.00,311.00,Online,0.4900,2602.53,2500.47
267,1128299,"West Gear",2020-03-01,West,Nevada,"Las Vegas","Men's Apparel",70,325,22750.00,11375.00,In-store,0.4900,11602.50,11147.50
268,1128299,"West Gear",2020-03-02,West,Nevada,"Las Vegas","Women's Apparel",75,375,28125.00,4219.00,In-store,0.4900,14343.75,13781.25
269,1128299,"West Gear",2020-03-02,West,Nevada,"Las Vegas","Women's Apparel",53,120,6360.00,140.00,Outlet,0.4900,3243.60,3116.40
270,1128299,"West Gear",2020-03-02,West,Nevada,"Las Vegas","Women's Apparel",68,94,6392.00,160.00,Online,0.4900,3259.92,3132.08
271,1128299,"West Gear",2020-03-03,West,Nevada,"Las Vegas","Men's Street Footwear",47,196,9212.00,387.00,Outlet,0.4900,4698.12,4513.88
272,1128299,"West Gear",2020-03-03,West,Nevada,"Las Vegas","Men's Street Footwear",57,155,8835.00,424.00,Online,0.4900,4505.85,4329.15
273,1128299,"West Gear",2020-03-03,West,Nevada,"Las Vegas","Men's Street Footwear",60,575,34500.00,12075.00,In-store,0.4900,17595.00,16905.00
274,1185732,"Foot Locker",2020-03-03,Northeast,"New York","New York","Women's Apparel",65,1000,65000.00,16250.00,Outlet,0.4900,33150.00,31850.00
275,1185732,"Foot Locker",2020-03-03,Northeast,"New York","New York","Women's Apparel",44,320,14080.00,408.00,Outlet,0.4900,7180.80,6899.20
276,1185732,"Foot Locker",2020-03-03,Northeast,"New York","New York","Women's Apparel",59,290,17110.00,616.00,Online,0.4900,8726.10,8383.90
277,1128299,"West Gear",2020-03-04,West,Nevada,"Las Vegas","Men's Athletic Footwear",52,201,10452.00,261.00,Outlet,0.4900,5330.52,5121.48
278,1128299,"West Gear",2020-03-04,West,Nevada,"Las Vegas","Men's Athletic Footwear",65,575,37375.00,7475.00,In-store,0.4900,19061.25,18313.75
279,1128299,"West Gear",2020-03-04,West,Nevada,"Las Vegas","Men's Athletic Footwear",64,150,9600.00,326.00,Online,0.4900,4896.00,4704.00
280,1185732,"Foot Locker",2020-03-04,Northeast,"New York","New York","Men's Street Footwear",47,400,18800.00,978.00,Outlet,0.4900,9588.00,9212.00
281,1185732,"Foot Locker",2020-03-04,Northeast,"New York","New York","Men's Street Footwear",55,313,17215.00,1050.00,Online,0.4900,8779.65,8435.35
282,1185732,"Foot Locker",2020-03-04,Northeast,"New York","New York","Men's Street Footwear",60,1250,75000.00,37500.00,Outlet,0.4900,38250.00,36750.00
283,1128299,"West Gear",2020-03-05,West,Nevada,"Las Vegas","Women's Street Footwear",44,140,6160.00,259.00,Outlet,0.4900,3141.60,3018.40
284,1128299,"West Gear",2020-03-05,West,Nevada,"Las Vegas","Women's Street Footwear",60,425,25500.00,8925.00,In-store,0.4900,13005.00,12495.00
285,1128299,"West Gear",2020-03-05,West,Nevada,"Las Vegas","Women's Street Footwear",55,106,5830.00,268.00,Online,0.4900,2973.30,2856.70
286,1185732,"Foot Locker",2020-03-05,Northeast,"New York","New York","Men's Athletic Footwear",55,1000,55000.00,16500.00,Outlet,0.4900,28050.00,26950.00
287,1185732,"Foot Locker",2020-03-05,Northeast,"New York","New York","Men's Athletic Footwear",54,270,14580.00,598.00,Online,0.4900,7435.80,7144.20
288,1185732,"Foot Locker",2020-03-05,Northeast,"New York","New York","Men's Athletic Footwear",41,340,13940.00,474.00,Outlet,0.4900,7109.40,6830.60
289,1128299,"West Gear",2020-03-06,West,Nevada,"Las Vegas","Women's Athletic Footwear",43,132,5676.00,199.00,Outlet,0.4900,2894.76,2781.24
290,1128299,"West Gear",2020-03-06,West,Nevada,"Las Vegas","Women's Athletic Footwear",56,108,6048.00,248.00,Online,0.4900,3084.48,2963.52
291,1128299,"West Gear",2020-03-06,West,Nevada,"Las Vegas","Women's Athletic Footwear",60,400,24000.00,7200.00,In-store,0.4900,12240.00,11760.00
292,1185732,"Foot Locker",2020-03-06,Northeast,"New York","New York","Women's Street Footwear",37,296,10952.00,449.00,Outlet,0.4900,5585.52,5366.48
293,1185732,"Foot Locker",2020-03-06,Northeast,"New York","New York","Women's Street Footwear",46,278,12788.00,614.00,Online,0.4900,6521.88,6266.12
294,1185732,"Foot Locker",2020-03-06,Northeast,"New York","New York","Women's Street Footwear",50,925,46250.00,16188.00,Outlet,0.4900,23587.50,22662.50
295,1128299,"West Gear",2020-03-07,West,Nevada,"Las Vegas","Men's Apparel",70,350,24500.00,12250.00,In-store,0.4900,12495.00,12005.00
296,1128299,"West Gear",2020-03-07,West,Nevada,"Las Vegas","Men's Apparel",46,119,5474.00,296.00,Outlet,0.4900,2791.74,2682.26
297,1128299,"West Gear",2020-03-07,West,Nevada,"Las Vegas","Men's Apparel",64,88,5632.00,360.00,Online,0.4900,2872.32,2759.68
298,1185732,"Foot Locker",2020-03-07,Northeast,"New York","New York","Women's Athletic Footwear",47,261,12267.00,552.00,Online,0.4900,6256.17,6010.83
299,1185732,"Foot Locker",2020-03-07,Northeast,"New York","New York","Women's Athletic Footwear",38,297,11286.00,429.00,Outlet,0.4900,5755.86,5530.14
300,1185732,"Foot Locker",2020-03-07,Northeast,"New York","New York","Women's Athletic Footwear",50,900,45000.00,15750.00,Outlet,0.4900,22950.00,22050.00
301,1128299,"West Gear",2020-03-08,West,Nevada,"Las Vegas","Women's Apparel",75,475,35625.00,5344.00,In-store,0.4900,18168.75,17456.25
302,1128299,"West Gear",2020-03-08,West,Nevada,"Las Vegas","Women's Apparel",68,133,9044.00,235.00,Online,0.4900,4612.44,4431.56
303,1128299,"West Gear",2020-03-08,West,Nevada,"Las Vegas","Women's Apparel",51,162,8262.00,174.00,Outlet,0.4900,4213.62,4048.38
304,1185732,"Foot Locker",2020-03-08,Northeast,"New York","New York","Men's Apparel",60,900,54000.00,16200.00,Outlet,0.4900,27540.00,26460.00
305,1185732,"Foot Locker",2020-03-08,Northeast,"New York","New York","Men's Apparel",55,252,13860.00,624.00,Online,0.4900,7068.60,6791.40
306,1185732,"Foot Locker",2020-03-08,Northeast,"New York","New York","Men's Apparel",45,288,12960.00,441.00,Outlet,0.4900,6609.60,6350.40
307,1128299,"West Gear",2020-03-09,West,Nevada,"Las Vegas","Men's Street Footwear",47,216,10152.00,376.00,Outlet,0.4900,5177.52,4974.48
308,1128299,"West Gear",2020-03-09,West,Nevada,"Las Vegas","Men's Street Footwear",58,196,11368.00,534.00,Online,0.4900,5797.68,5570.32
309,1128299,"West Gear",2020-03-09,West,Nevada,"Las Vegas","Men's Street Footwear",60,675,40500.00,14175.00,In-store,0.4900,20655.00,19845.00
310,1185732,"Foot Locker",2020-03-09,Northeast,"New York","New York","Women's Apparel",46,347,15962.00,511.00,Outlet,0.4900,8140.62,7821.38
311,1185732,"Foot Locker",2020-03-09,Northeast,"New York","New York","Women's Apparel",64,305,19520.00,761.00,Online,0.4900,9955.20,9564.80
312,1185732,"Foot Locker",2020-03-09,Northeast,"New York","New York","Women's Apparel",65,1050,68250.00,17063.00,Outlet,0.4900,34807.50,33442.50
313,1128299,"West Gear",2020-03-10,West,Nevada,"Las Vegas","Men's Athletic Footwear",65,675,43875.00,8775.00,In-store,0.4900,22376.25,21498.75
314,1128299,"West Gear",2020-03-10,West,Nevada,"Las Vegas","Men's Athletic Footwear",50,209,10450.00,261.00,Outlet,0.4900,5329.50,5120.50
315,1128299,"West Gear",2020-03-10,West,Nevada,"Las Vegas","Men's Athletic Footwear",62,189,11718.00,398.00,Online,0.4900,5976.18,5741.82
316,1185732,"Foot Locker",2020-03-10,Northeast,"New York","New York","Men's Street Footwear",44,434,19096.00,993.00,Outlet,0.4900,9738.96,9357.04
317,1185732,"Foot Locker",2020-03-10,Northeast,"New York","New York","Men's Street Footwear",59,319,18821.00,1129.00,Online,0.4900,9598.71,9222.29
318,1185732,"Foot Locker",2020-03-10,Northeast,"New York","New York","Men's Street Footwear",60,1275,76500.00,38250.00,Outlet,0.4900,39015.00,37485.00
319,1128299,"West Gear",2020-03-11,West,Nevada,"Las Vegas","Women's Street Footwear",47,166,7802.00,328.00,Outlet,0.4900,3979.02,3822.98
320,1128299,"West Gear",2020-03-11,West,Nevada,"Las Vegas","Women's Street Footwear",60,475,28500.00,9975.00,In-store,0.4900,14535.00,13965.00
321,1128299,"West Gear",2020-03-11,West,Nevada,"Las Vegas","Women's Street Footwear",59,119,7021.00,330.00,Online,0.4900,3580.71,3440.29
322,1185732,"Foot Locker",2020-03-11,Northeast,"New York","New York","Men's Athletic Footwear",55,1025,56375.00,16913.00,Outlet,0.4900,28751.25,27623.75
323,1185732,"Foot Locker",2020-03-11,Northeast,"New York","New York","Men's Athletic Footwear",41,318,13038.00,482.00,Outlet,0.4900,6649.38,6388.62
324,1185732,"Foot Locker",2020-03-11,Northeast,"New York","New York","Men's Athletic Footwear",53,267,14151.00,594.00,Online,0.4900,7217.01,6933.99
325,1128299,"West Gear",2020-03-12,West,Nevada,"Las Vegas","Women's Athletic Footwear",60,475,28500.00,8550.00,In-store,0.4900,14535.00,13965.00
326,1128299,"West Gear",2020-03-12,West,Nevada,"Las Vegas","Women's Athletic Footwear",40,166,6640.00,239.00,Outlet,0.4900,3386.40,3253.60
327,1128299,"West Gear",2020-03-12,West,Nevada,"Las Vegas","Women's Athletic Footwear",57,133,7581.00,334.00,Online,0.4900,3866.31,3714.69
328,1185732,"Foot Locker",2020-03-12,Northeast,"New York","New York","Women's Street Footwear",50,950,47500.00,16625.00,Outlet,0.4900,24225.00,23275.00
329,1185732,"Foot Locker",2020-03-12,Northeast,"New York","New York","Women's Street Footwear",46,247,11362.00,511.00,Online,0.4900,5794.62,5567.38
330,1185732,"Foot Locker",2020-03-12,Northeast,"New York","New York","Women's Street Footwear",35,295,10325.00,434.00,Outlet,0.4900,5265.75,5059.25
331,1128299,"West Gear",2020-03-13,West,Nevada,"Las Vegas","Men's Apparel",70,400,28000.00,14000.00,In-store,0.4900,14280.00,13720.00
332,1128299,"West Gear",2020-03-13,West,Nevada,"Las Vegas","Men's Apparel",69,112,7728.00,464.00,Online,0.4900,3941.28,3786.72
333,1128299,"West Gear",2020-03-13,West,Nevada,"Las Vegas","Men's Apparel",49,136,6664.00,360.00,Outlet,0.4900,3398.64,3265.36
334,1185732,"Foot Locker",2020-03-13,Northeast,"New York","New York","Women's Athletic Footwear",50,900,45000.00,15750.00,Outlet,0.4900,22950.00,22050.00
335,1185732,"Foot Locker",2020-03-13,Northeast,"New York","New York","Women's Athletic Footwear",35,270,9450.00,350.00,Outlet,0.4900,4819.50,4630.50
336,1185732,"Foot Locker",2020-03-13,Northeast,"New York","New York","Women's Athletic Footwear",46,243,11178.00,514.00,Online,0.4900,5700.78,5477.22
337,1128299,"West Gear",2020-03-14,West,Nevada,"Las Vegas","Women's Apparel",56,170,9520.00,171.00,Outlet,0.4900,4855.20,4664.80
338,1128299,"West Gear",2020-03-14,West,Nevada,"Las Vegas","Women's Apparel",74,150,11100.00,300.00,Online,0.4900,5661.00,5439.00
339,1128299,"West Gear",2020-03-14,West,Nevada,"Las Vegas","Women's Apparel",75,500,37500.00,5625.00,In-store,0.4900,19125.00,18375.00
340,1185732,"Foot Locker",2020-03-14,Northeast,"New York","New York","Men's Apparel",58,231,13398.00,576.00,Online,0.4900,6832.98,6565.02
341,1185732,"Foot Locker",2020-03-14,Northeast,"New York","New York","Men's Apparel",46,278,12788.00,435.00,Outlet,0.4900,6521.88,6266.12
342,1185732,"Foot Locker",2020-03-14,Northeast,"New York","New York","Men's Apparel",60,925,55500.00,16650.00,Outlet,0.4900,28305.00,27195.00
343,1128299,"West Gear",2020-03-15,West,Nevada,"Las Vegas","Men's Street Footwear",30,425,12750.00,4463.00,In-store,0.4900,6502.50,6247.50
344,1128299,"West Gear",2020-03-15,West,Nevada,"Las Vegas","Men's Street Footwear",20,149,2980.00,119.00,Outlet,0.4900,1519.80,1460.20
345,1128299,"West Gear",2020-03-15,West,Nevada,"Las Vegas","Men's Street Footwear",28,123,3444.00,172.00,Online,0.4900,1756.44,1687.56
346,1185732,"Foot Locker",2020-03-15,Northeast,"New York","New York","Women's Apparel",65,1100,71500.00,17875.00,Outlet,0.4900,36465.00,35035.00
347,1185732,"Foot Locker",2020-03-15,Northeast,"New York","New York","Women's Apparel",47,352,16544.00,447.00,Outlet,0.4900,8437.44,8106.56
348,1185732,"Foot Locker",2020-03-15,Northeast,"New York","New York","Women's Apparel",61,286,17446.00,698.00,Online,0.4900,8897.46,8548.54
349,1128299,"West Gear",2020-03-16,West,Nevada,"Las Vegas","Men's Athletic Footwear",38,123,4674.00,154.00,Online,0.4900,2383.74,2290.26
350,1128299,"West Gear",2020-03-16,West,Nevada,"Las Vegas","Men's Athletic Footwear",31,145,4495.00,112.00,Outlet,0.4900,2292.45,2202.55
351,1128299,"West Gear",2020-03-16,West,Nevada,"Las Vegas","Men's Athletic Footwear",40,425,17000.00,3400.00,In-store,0.4900,8670.00,8330.00
352,1185732,"Foot Locker",2020-03-16,Northeast,"New York","New York","Men's Street Footwear",58,325,18850.00,1150.00,Online,0.4900,9613.50,9236.50
353,1185732,"Foot Locker",2020-03-16,Northeast,"New York","New York","Men's Street Footwear",41,375,15375.00,800.00,Outlet,0.4900,7841.25,7533.75
354,1185732,"Foot Locker",2020-03-16,Northeast,"New York","New York","Men's Street Footwear",60,1250,75000.00,37500.00,Outlet,0.4900,38250.00,36750.00
355,1128299,"West Gear",2020-03-17,West,Nevada,"Las Vegas","Women's Street Footwear",40,425,17000.00,5950.00,In-store,0.4900,8670.00,8330.00
356,1128299,"West Gear",2020-03-17,West,Nevada,"Las Vegas","Women's Street Footwear",26,128,3328.00,140.00,Outlet,0.4900,1697.28,1630.72
357,1128299,"West Gear",2020-03-17,West,Nevada,"Las Vegas","Women's Street Footwear",39,115,4485.00,206.00,Online,0.4900,2287.35,2197.65
358,1185732,"Foot Locker",2020-03-17,Northeast,"New York","New York","Men's Athletic Footwear",55,1025,56375.00,16913.00,Outlet,0.4900,28751.25,27623.75
359,1185732,"Foot Locker",2020-03-17,Northeast,"New York","New York","Men's Athletic Footwear",37,359,13283.00,452.00,Outlet,0.4900,6774.33,6508.67
360,1185732,"Foot Locker",2020-03-17,Northeast,"New York","New York","Men's Athletic Footwear",53,308,16324.00,669.00,Online,0.4900,8325.24,7998.76
361,1128299,"West Gear",2020-03-18,West,Nevada,"Las Vegas","Women's Athletic Footwear",38,72,2736.00,123.00,Online,0.4900,1395.36,1340.64
362,1128299,"West Gear",2020-03-18,West,Nevada,"Las Vegas","Women's Athletic Footwear",26,96,2496.00,85.00,Outlet,0.4900,1272.96,1223.04
